cluster_id,sample_id,n_spots,label,label_name,plasma_mean,tregs_mean,chemo_mean,myl_sup_mean,composite_mean
250,GSM5924030_ffpe_c_2,18,0,immunogenic,1.559070183082863,0.046930277331007846,0.3217118078075541,0.12694013876010538,0.26561252582202843
314,GSM5924030_ffpe_c_2,3,1,tolerogenic,1.5238154602050782,-0.07353861172993979,-0.06419673792842262,0.21915552527816207,0.2602478835197313
352,GSM5924030_ffpe_c_2,3,1,tolerogenic,1.3066072591145834,-0.007036512229177681,-0.019538943012956823,0.21127916875511707,0.20698624905618798
362,GSM5924030_ffpe_c_2,5,-1,uncertain,1.9974366722106929,-0.025834138135115304,0.0826375879422583,0.07727604172446512,0.26068988560757517
375,GSM5924030_ffpe_c_2,3,0,immunogenic,1.6596325577629936,0.0591146559185452,0.39905891324133186,0.2799595099105578,0.2718929160924199
382,GSM5924030_ffpe_c_2,4,0,immunogenic,1.7395605381329855,0.05439817468325296,0.34287243328913297,0.22531686190402866,0.3293005719879157
402,GSM5924030_ffpe_c_2,8,1,tolerogenic,1.4708594004313151,0.22351893432438372,0.18890596967604423,0.2724870928309181,0.24646284405968621
408,GSM5924030_ffpe_c_2,4,0,immunogenic,1.6783722511927288,0.13868419585128625,0.20577097315378864,0.2098849178564669,0.26400520350683604
421,GSM5924030_ffpe_c_2,3,1,tolerogenic,1.6299973932902017,0.10279406434959837,0.07195709570489747,0.20563087206496936,0.2579342349115668
439,GSM5924030_ffpe_c_2,9,0,immunogenic,1.931739229272913,0.13179074073279345,0.2252135648069157,0.26933361710656506,0.26510970257711136
459,GSM5924030_ffpe_c_2,14,0,immunogenic,1.0924725859505788,-0.03590717565445673,0.21332520994789153,0.113633248799119,0.28173392198999136
472,GSM5924030_ffpe_c_2,3,0,immunogenic,1.2389816845787898,0.04525017062822979,0.2148785229885217,0.47648546655571417,0.27663104273414585
496,GSM5924030_ffpe_c_2,3,0,immunogenic,1.58763758553399,0.1162187209394243,0.26995693794404624,0.17739685360430069,0.23919077760082863
507,GSM5924030_ffpe_c_2,3,1,tolerogenic,1.262132602267795,-0.05524996860159768,0.045337835546294454,0.3369344175062597,0.22815486306854227
521,GSM5924030_ffpe_c_2,4,1,tolerogenic,1.5016207027435302,-0.03537316357096036,-0.061854850538451266,0.2851113598756116,0.24705502325359363
544,GSM5924030_ffpe_c_2,3,0,immunogenic,1.397650801340739,0.048583078251944654,0.49894530684859667,0.30539646196847015,0.2818635877731022
640,GSM5924030_ffpe_c_2,5,1,tolerogenic,2.157491631825765,0.0020996503035227458,0.13111713293826943,0.2892101811881017,0.29701501076981807
642,GSM5924030_ffpe_c_2,4,1,tolerogenic,1.7893754037221274,0.18482554197311402,0.3475166044451974,0.06643512291137618,0.27055252003591895
662,GSM5924030_ffpe_c_2,19,0,immunogenic,1.432563118516353,-0.031986884966231234,0.39686542293101407,0.02375409619596524,0.25069685459296803
674,GSM5924030_ffpe_c_2,5,-1,uncertain,1.7178355814615887,0.16927013119061787,0.2475623357175576,0.12713000020595513,0.28549746668286
755,GSM5924030_ffpe_c_2,3,0,immunogenic,2.206806492275662,0.14106489029195574,0.33264710124494257,0.17934624707257307,0.2977571255915257
758,GSM5924030_ffpe_c_2,6,0,immunogenic,1.6311102549235026,0.034673960672484495,0.1905957008853103,0.36694420018180046,0.26141761620775733
788,GSM5924030_ffpe_c_2,9,0,immunogenic,1.7159634265193233,-0.005775731349432907,0.569825588519592,0.16255434653841958,0.3030312389977057
810,GSM5924030_ffpe_c_2,3,1,tolerogenic,1.4837274614969889,0.005923542049196029,0.14028558225342722,0.2314289643708303,0.2559929546372903
832,GSM5924030_ffpe_c_2,8,-1,uncertain,1.939937882423401,0.04278744121392568,0.009607111113240016,0.15207882683084467,0.2601300673074195
849,GSM5924030_ffpe_c_2,3,1,tolerogenic,1.5523694525824654,0.22604954269197253,0.2783477154845742,0.24419988462017841,0.2509979919132627
881,GSM5924030_ffpe_c_2,3,-1,uncertain,1.1544596311781141,0.10079815977149538,0.09817788295874291,-0.001273801671936849,0.2451449926771132
887,GSM5924030_ffpe_c_2,7,1,tolerogenic,1.7669986761183964,0.19265122430665155,0.07727364062574862,0.19872688493687354,0.25677553024898003
929,GSM5924030_ffpe_c_2,3,-1,uncertain,1.7431144841512045,0.025115574333402852,0.0967688444086197,0.16515155191774722,0.2480542577947201
983,GSM5924030_ffpe_c_2,8,0,immunogenic,1.549505294164022,0.041673540274302166,0.35222090419494745,0.2877913754997831,0.2641599626858512
1039,GSM5924030_ffpe_c_2,3,-1,uncertain,1.7394601535797118,0.05543483641412523,-0.1832061343722873,-0.08228249132432519,0.256043728317631
1044,GSM5924030_ffpe_c_2,9,-1,uncertain,1.7464149086563674,0.06259119508443055,0.08229493004438185,0.061516219143380506,0.25208124159749135
1197,GSM5924030_ffpe_c_2,3,0,immunogenic,1.3391039657592774,0.07158444808589086,0.2002696493257979,0.23107237518837156,0.25850379911397564
1202,GSM5924030_ffpe_c_2,4,-1,uncertain,1.4613357210159303,0.02365887771050135,0.08285520052669026,-0.023951842568137434,0.24712115636724585
1216,GSM5924030_ffpe_c_2,3,1,tolerogenic,1.5705957730611164,0.22169156657324898,0.10863935897245951,0.08593367759627525,0.22202107527660994
1252,GSM5924030_ffpe_c_2,4,1,tolerogenic,1.0431869268417358,-0.014788630207379659,0.09295743583428738,0.3035949648630739,0.21832870540533636
1351,GSM5924030_ffpe_c_2,4,-1,uncertain,1.4060221163431805,0.011455038388570152,0.1335797163874212,0.0919915259486497,0.2405322502786013
1372,GSM5924030_ffpe_c_2,3,-1,uncertain,1.1055294248792862,0.06503927866617841,0.13559582036753695,0.04267255144087154,0.22467789987581255
1374,GSM5924030_ffpe_c_2,3,1,tolerogenic,1.267978049384223,0.31950716005431284,0.02932203699041296,0.0879856819656963,0.22756886926706643
1428,GSM5924030_ffpe_c_2,5,0,immunogenic,1.459556162516276,0.062377888003985096,0.3455362394602612,0.2526382752139159,0.24232440247677323
1509,GSM5924030_ffpe_c_2,3,0,immunogenic,1.367534703148736,0.10443853775660196,0.18617216545323334,-0.07568034033984045,0.22925945647775223
1515,GSM5924030_ffpe_c_2,9,1,tolerogenic,1.596950622841164,-0.03332657387963048,0.14132248820145393,0.2424707553202054,0.23932314611950037
1539,GSM5924030_ffpe_c_2,5,0,immunogenic,1.8568305765787758,0.003684121827284499,0.16266333262125648,0.23411063858957,0.2504475701574312
1597,GSM5924030_ffpe_c_2,11,0,immunogenic,1.6513654419870087,0.0600933201565887,0.23364922833946233,0.19994312151513915,0.2503065033982242
1652,GSM5924030_ffpe_c_2,8,0,immunogenic,1.4232358956336975,-0.05748017946879069,0.30397619231782774,0.09750421170634455,0.22810208670949722
1694,GSM5924030_ffpe_c_2,3,0,immunogenic,1.243550631205241,-0.0027868927187389794,0.5395274049906619,0.26923586977049957,0.27378045991598576
1700,GSM5924030_ffpe_c_2,3,0,immunogenic,1.2115322335561116,0.014383185240957469,0.46647574072735076,0.06776005828420723,0.30636345834494144
1703,GSM5924030_ffpe_c_2,4,-1,uncertain,1.1453767967224122,0.012007553925116859,0.14283204259294452,0.09869800035399617,0.2518913309984512
1720,GSM5924030_ffpe_c_2,3,0,immunogenic,1.5317386923895941,-0.06467483096652561,0.23178207071541934,0.2324018261649392,0.2610330700534218
1725,GSM5924030_ffpe_c_2,6,0,immunogenic,1.7789897145165334,0.08206013202667235,0.2684873236148847,0.16523394562579974,0.25710427954090687
1791,GSM5924030_ffpe_c_2,7,0,immunogenic,1.6786503900800434,-0.027783434419404895,0.7393020332977712,0.1893589228606671,0.2928799109047081
1826,GSM5924030_ffpe_c_2,3,1,tolerogenic,1.234332236184014,0.09670194168885549,-0.12932653238476327,0.28002719814929894,0.21516270501697488
1883,GSM5924030_ffpe_c_2,4,0,immunogenic,1.4074924389521282,-0.055172552491227794,0.19532442469187458,-0.06643889194185083,0.23731034402726606
1949,GSM5924030_ffpe_c_2,5,0,immunogenic,1.4746917978922527,-0.01654367192586263,0.2892003577164929,0.061796567704942476,0.2563777884668768
1970,GSM5924030_ffpe_c_2,3,1,tolerogenic,1.640808234744602,0.0994566856490241,0.14184823341241184,0.2872330614211985,0.23951404497108422
2021,GSM5924030_ffpe_c_2,3,1,tolerogenic,1.3302944077385799,0.18095759524239433,0.4923458713473696,0.08164239555898338,0.27088943241387137
2035,GSM5924030_ffpe_c_2,4,0,immunogenic,1.44221697807312,-0.016696063876152037,0.3176724703022928,0.11775068580502213,0.3010601041471501
2040,GSM5924030_ffpe_c_2,3,0,immunogenic,1.3762344063652885,-0.002341722249984741,0.39047048268494783,0.12481749531395904,0.2509123921104982
2085,GSM5924030_ffpe_c_2,3,-1,uncertain,1.6944511349995934,0.08877001040511662,0.12616464987347023,0.1029726961245039,0.24041005484709196
2086,GSM5924030_ffpe_c_2,3,1,tolerogenic,2.1366817177666557,0.252735324965583,0.471991251414071,0.35548823160755916,0.3022517303830135
2090,GSM5924030_ffpe_c_2,4,0,immunogenic,1.77346226533254,-0.05491942723592123,0.3821286652425323,-0.03951506590602373,0.32313859007033996
2091,GSM5924030_ffpe_c_2,4,0,immunogenic,1.579304065704346,0.04664812882741292,0.1697674947555619,0.31644579605622725,0.237502598350448
2128,GSM5924030_ffpe_c_2,3,1,tolerogenic,1.497312783135308,-0.06363201565212674,0.02528901252682363,0.26177073070898604,0.23576046299411732
2160,GSM5924030_ffpe_c_2,3,0,immunogenic,1.5754135470920139,0.10556855089134641,0.256492550124223,0.11724920369157887,0.2449663250024455
2165,GSM5924030_ffpe_c_2,3,0,immunogenic,1.5456746864318849,0.06351784838570489,0.22915567653347746,0.05387911330971253,0.25918966427559115
2168,GSM5924030_ffpe_c_2,7,0,immunogenic,1.8981937871660508,0.03252296731585548,0.7933605164504499,0.14716110215730654,0.35109642372208544
2186,GSM5924030_ffpe_c_2,5,1,tolerogenic,1.5350288098653158,0.14589236589272817,-0.20799528938351258,0.1918271486205284,0.2267383591064537
2204,GSM5924030_ffpe_c_2,4,0,immunogenic,1.1026443632443745,-0.02236233909924825,0.600370170793148,0.07814827314530963,0.27092706625572394
2207,GSM5924030_ffpe_c_2,18,0,immunogenic,1.7737581648649992,-0.0034589992132451762,0.3940258380171961,0.1266988446950645,0.28574001765635293
2209,GSM5924030_ffpe_c_2,3,0,immunogenic,1.160603641933865,-0.07330997043185765,0.4266445676887076,-0.06747151721607554,0.2552633664982665
2226,GSM5924030_ffpe_c_2,3,1,tolerogenic,1.3004303317599828,-0.0761915249294705,-0.0275296687277078,0.21071927186214565,0.22963263563251432
2227,GSM5924030_ffpe_c_2,3,0,immunogenic,2.0300556500752767,-0.011072396039962773,0.21458185421497333,0.2233988567634865,0.26800427445024694
2230,GSM5924030_ffpe_c_2,4,0,immunogenic,1.6120767339070639,0.07445162497460842,0.26377695618253766,0.1888964381482866,0.2524124265417714
2252,GSM5924030_ffpe_c_2,4,0,immunogenic,0.9490639686584474,-0.01776570454239845,0.9504265354739295,0.3031821654300497,0.30383860938229207
2285,GSM5924030_ffpe_c_2,4,0,immunogenic,1.2857195663452148,-0.04240890105565389,0.7597206900216112,0.28722933494683467,0.23045660699278098
2286,GSM5924030_ffpe_c_2,3,-1,uncertain,1.3529033809238011,-0.060136046939426,0.026511236071987965,0.03869171624231819,0.23027076343754718
2293,GSM5924030_ffpe_c_2,4,1,tolerogenic,1.6008788696924845,0.16574296305576958,0.2178616114337035,0.2548086766040687,0.26561653869619894
2331,GSM5924030_ffpe_c_2,11,-1,uncertain,1.5059637984362515,0.08182199037436283,-0.016848352877123853,0.14266235609466163,0.23659956382059547
2338,GSM5924030_ffpe_c_2,4,0,immunogenic,1.1398009753227234,-0.09417405446370442,0.22719271736915664,0.05526633587750522,0.22777639884298514
2354,GSM5924030_ffpe_c_2,12,0,immunogenic,1.5365895059373642,0.04225843623280525,0.30810269417385455,0.0703127181489861,0.24429733624861763
2443,GSM5924030_ffpe_c_2,4,-1,uncertain,0.9979528379440308,0.01466339339812597,0.06424913081255826,0.1643657678907568,0.22840143722791845
2469,GSM5924030_ffpe_c_2,7,-1,uncertain,1.7718246096656436,0.05776533160890851,0.07644562528590963,0.03895782674373829,0.2587453643803906
2480,GSM5924030_ffpe_c_2,3,0,immunogenic,1.778565355936686,-0.08811246448092991,0.5932534098223805,0.10944010127674449,0.28564893228671734
2485,GSM5924030_ffpe_c_2,3,-1,uncertain,1.3337102211846243,0.07122218953238593,-0.028618525977086546,0.05745824450996987,0.2491416300666891
2551,GSM5924030_ffpe_c_2,3,1,tolerogenic,1.9573945787217883,-0.03618343729111883,0.0904900004165341,0.4102772552156288,0.25729094634917865
2588,GSM5924030_ffpe_c_2,3,0,immunogenic,1.8286457358466255,0.04773266990979513,0.17811818877454558,0.2530368528783522,0.254804086629232
2628,GSM5924030_ffpe_c_2,11,0,immunogenic,1.5559546262567694,0.05062859013225092,0.20185357923350056,0.11585508340865346,0.25444404012347327
2629,GSM5924030_ffpe_c_2,3,0,immunogenic,1.1698073238796658,-0.062398006220658615,0.3555808400465583,0.14342737133655484,0.2507743934841058
2632,GSM5924030_ffpe_c_2,5,1,tolerogenic,2.000770926157633,0.07684383646647135,0.1307981129848596,0.2283403183233858,0.2993770786680902
2710,GSM5924030_ffpe_c_2,3,0,immunogenic,0.8801549127366807,-0.04400426440768771,0.30172774285981147,0.3971759566554316,0.22885871231347776
2714,GSM5924030_ffpe_c_2,3,0,immunogenic,0.9567213715447319,0.04884320669704014,0.36280023329185723,0.05531492401855161,0.24641910828079494
2718,GSM5924030_ffpe_c_2,3,0,immunogenic,1.8197086079915366,-0.07679060830010309,0.692690296205206,0.07505254175526525,0.30808907879164166
2772,GSM5924030_ffpe_c_2,3,1,tolerogenic,1.4315790854560004,0.32330033593707613,0.05391141621753426,0.047881470143995686,0.24696569633704876
2774,GSM5924030_ffpe_c_2,3,0,immunogenic,1.564645838207669,-0.041433058844672306,0.2850365104900065,0.2991150679411711,0.23375687521874497
2810,GSM5924030_ffpe_c_2,3,1,tolerogenic,1.045284825430976,0.06586991786956788,0.07876208494809339,0.37402457725319405,0.2229962892750931
2813,GSM5924030_ffpe_c_2,3,-1,uncertain,0.25689534399244524,-0.07522178014119467,0.049394431740346606,-0.045704884240121535,0.23168772048551353
2815,GSM5924030_ffpe_c_2,5,1,tolerogenic,1.078316921234131,0.028232047478357954,0.13273553583357067,0.29231828795539005,0.23579555739344
2852,GSM5924030_ffpe_c_2,6,0,immunogenic,1.7945727920532226,0.048699213862419134,0.38679879622828683,0.049149224653789875,0.2679761750737199
2870,GSM5924030_ffpe_c_2,9,0,immunogenic,1.0966606357362538,0.04889621014948244,0.6500111913975375,0.21694140153300479,0.25615886906846963
2920,GSM5924030_ffpe_c_2,6,0,immunogenic,1.8889821889665395,-0.0305907143983576,0.20258536202337607,0.06635025087430423,0.2503291249658941
2955,GSM5924030_ffpe_c_2,79,0,immunogenic,1.618411316932002,0.04130563756333121,0.7193714614155928,0.0991624865427055,0.31311945165805244
2997,GSM5924030_ffpe_c_2,3,0,immunogenic,1.7359768380059135,0.08759230222966935,0.5532559449423845,0.14117754958695436,0.29997217903287954
3041,GSM5924030_ffpe_c_2,3,0,immunogenic,0.7219454309675428,-0.044660582211282523,0.19095756750716908,0.03421469079926359,0.2270454151111517
3058,GSM5924030_ffpe_c_2,3,0,immunogenic,1.8156266106499566,0.12343835380342272,0.19639629747731113,0.400163275465018,0.32721599185958533
3134,GSM5924030_ffpe_c_2,3,0,immunogenic,1.922523899078369,-0.08035670386420356,0.17369500755862352,0.3226372208258118,0.3178693763284622
3147,GSM5924030_ffpe_c_2,5,-1,uncertain,1.688060324350993,0.0019390753209590854,-0.000946112714632602,-0.0010853904666322522,0.23378488485197732
3172,GSM5924030_ffpe_c_2,4,0,immunogenic,1.4827386053403218,0.03549000879128775,0.1940283916815363,0.179994250186766,0.25589390021251995
3225,GSM5924030_ffpe_c_2,8,1,tolerogenic,1.6310791659355164,0.123098186639448,0.07482111943189543,0.318390180968275,0.2435202107091169
3228,GSM5924030_ffpe_c_2,3,0,immunogenic,1.6359370051489937,0.009312309688991974,0.16214807788129607,0.26840447737311673,0.28311571730431906
3243,GSM5924030_ffpe_c_2,7,-1,uncertain,1.8121503843579971,-0.013714703960078104,0.14248106274941955,0.053965598611432575,0.2525483874157927
3249,GSM5924030_ffpe_c_2,3,0,immunogenic,1.8075453186035155,0.005998853113916187,0.39920875721106225,0.21162365502379962,0.27869106059958565
3285,GSM5924030_ffpe_c_2,3,0,immunogenic,1.3931714799669053,0.03108359959390428,0.3218161160697038,0.35819544286438915,0.2417106454760285
3312,GSM5924030_ffpe_c_2,3,0,immunogenic,1.1080898645189072,0.08460066397984822,0.7707176382092112,0.15892832479894362,0.28673464665458176
3364,GSM5924030_ffpe_c_2,3,0,immunogenic,1.4467798773447675,-0.07537357330322265,0.17275686697526413,0.04030739755341501,0.24933886095317223
3369,GSM5924030_ffpe_c_2,3,0,immunogenic,0.8782338714599609,0.1285024698575338,1.4482691857951258,0.3925108620614717,0.32112234895863884
3524,GSM5924030_ffpe_c_2,3,1,tolerogenic,1.2466758367750381,0.19775495409965516,0.22984170432042594,0.6229174559365217,0.2479635291649044
3526,GSM5924030_ffpe_c_2,3,0,immunogenic,1.5800372060139976,0.14893152051501804,0.2488762003805501,0.09024028810186419,0.28834786975742693
3559,GSM5924030_ffpe_c_2,4,0,immunogenic,1.889921456972758,0.08953659648696582,0.37251916196611196,0.21809980616425023,0.2543449748990535
3602,GSM5924030_ffpe_c_2,6,0,immunogenic,1.778499895731608,0.050484722190433075,0.1615848782086613,0.2192547560540915,0.25531623943900805
3609,GSM5924030_ffpe_c_2,6,0,immunogenic,1.7549228021833632,0.12016606059339312,0.5704039754690947,0.3342559065883007,0.2927958811731472
3624,GSM5924030_ffpe_c_2,3,1,tolerogenic,1.8701668887668186,0.18124305956893497,0.4920620007145686,0.2662063200465758,0.3006754209877564
3752,GSM5924030_ffpe_c_2,3,0,immunogenic,1.0178727001614043,-0.03888669517305162,0.15520904722438514,0.15943073849084002,0.23055283399072338
3783,GSM5924030_ffpe_c_2,7,1,tolerogenic,1.8442919522240049,0.15609924764860247,0.07261423390321056,0.18769093172202725,0.24312680876228573
3806,GSM5924030_ffpe_c_2,3,0,immunogenic,1.0538208548227945,0.13852972365087932,0.19753958741422453,0.3488065014784585,0.27198766890910325
3814,GSM5924030_ffpe_c_2,5,-1,uncertain,1.224255356470744,0.08841098403930664,0.11421405317807438,0.1357354209398982,0.22606460180019267
3832,GSM5924030_ffpe_c_2,4,1,tolerogenic,0.89720856487751,-0.05620812945067882,0.057095643546846174,0.4883369315754284,0.23083092569529937
3847,GSM5924030_ffpe_c_2,4,0,immunogenic,1.4391646401087441,0.058091667046149584,0.16242031090789372,0.05044125137907084,0.2422181374272236
3900,GSM5924030_ffpe_c_2,3,0,immunogenic,1.7738739034864641,0.08755623989635043,0.6986849861915666,0.3575655810359351,0.3054521145608322
3958,GSM5924030_ffpe_c_2,3,0,immunogenic,2.032046438852946,0.009902234143680995,0.15217656519276523,0.15521668023131913,0.2686593952574076
4013,GSM5924030_ffpe_c_2,3,-1,uncertain,1.4678281550937229,0.14093811273574827,0.021359950203686865,0.03950789095175387,0.2627330778683304
4024,GSM5924030_ffpe_c_2,3,0,immunogenic,1.2657448959350586,-0.02596454196506076,0.5995030896832244,0.25131208856499154,0.23871145419131015
4050,GSM5924030_ffpe_c_2,5,0,immunogenic,1.4272383085886637,0.07851622525850932,0.19351192580329046,0.12472524418975368,0.22947329818199633
4084,GSM5924030_ffpe_c_2,3,1,tolerogenic,1.506046625773112,0.28693719728125466,0.2544128715189217,0.07635641940916431,0.21704620574704936
4132,GSM5924030_ffpe_c_2,3,0,immunogenic,1.3705613422393796,0.0874955587916904,0.4162025236922884,0.29180561621181084,0.2987751719474904
4142,GSM5924030_ffpe_c_2,3,1,tolerogenic,1.9678456115722656,-0.003959349128935069,0.04499699651994288,0.45766227076752014,0.24761173576221074
4144,GSM5924030_ffpe_c_2,3,0,immunogenic,1.8978824339972604,0.02027851647800869,0.5510142467640063,0.06179229129444467,0.28291292114105115
4191,GSM5924030_ffpe_c_2,3,0,immunogenic,1.7566764280531142,-0.0510959238310655,0.5991897502732196,0.1836869934993962,0.31146509513584164
4196,GSM5924031_ffpe_c_3,25,0,immunogenic,1.744904493967692,0.10536391129493713,0.8567738076412317,0.12746553365148677,0.3188531304002981
4207,GSM5924031_ffpe_c_3,13,0,immunogenic,2.2604884167206594,0.13712926620092147,0.32022142489010175,0.18278765919232612,0.3064320471779702
4208,GSM5924031_ffpe_c_3,127,0,immunogenic,1.3187468518672656,0.05802700582217043,0.25174688571375303,0.1524682376442192,0.2543456695433206
4209,GSM5924031_ffpe_c_3,170,0,immunogenic,1.487214175645043,0.08256409541006182,0.6807211281002382,0.06541087867741915,0.30120280891179035
4210,GSM5924031_ffpe_c_3,4,1,tolerogenic,0.7537339909871419,0.2150131340821584,0.24229954017533198,0.027097994811607143,0.2228877833539458
4222,GSM5924031_ffpe_c_3,3,0,immunogenic,1.8661410755581322,0.14621697968906827,0.9679691502542207,0.09614715511951381,0.36571285414697813
4224,GSM5924031_ffpe_c_3,4,-1,uncertain,0.9716839504241943,0.16823429028193154,0.5604070450621421,0.14290166262424359,0.302509390074942
4227,GSM5924031_ffpe_c_3,267,0,immunogenic,1.7746239149615113,0.04813393056541496,0.2578931845885528,0.10327104209604343,0.27763582347393406
4240,GSM5924031_ffpe_c_3,242,0,immunogenic,1.2542785502465303,0.07733402926690323,0.7342388481138067,0.27649246249088255,0.28208592073763084
4243,GSM5924031_ffpe_c_3,5,0,immunogenic,1.2344286721547444,-0.014328209280967712,0.3101689241149209,0.3582084101859969,0.24281545519012826
4244,GSM5924031_ffpe_c_3,271,0,immunogenic,1.439860007894875,0.10117237322994704,0.517963497691089,0.2727439981109586,0.2814829227204155
4255,GSM5924031_ffpe_c_3,5,-1,uncertain,1.451335580190023,0.05532194932301839,0.0006195342901981205,0.001584804250736438,0.23556601083932413
4267,GSM5924031_ffpe_c_3,578,0,immunogenic,1.4376666288667344,0.031525828571777444,0.6893648574344431,0.08862706224269466,0.2887443504807689
4283,GSM5924031_ffpe_c_3,3,1,tolerogenic,2.1128917270236545,0.2040943021906747,0.9617683148946025,-0.0007197095890238056,0.40027090875292076
4284,GSM5924031_ffpe_c_3,43,0,immunogenic,1.1269462006591087,-0.03462127567030662,0.49671272375170883,0.002638421014969916,0.2983336636285329
4287,GSM5924031_ffpe_c_3,12,0,immunogenic,1.117021947701772,0.029421342164278035,0.3310013220767782,0.14127869708369475,0.25368898883909635
4295,GSM5924031_ffpe_c_3,3,0,immunogenic,0.23927723301781548,-0.009097206327650278,0.23701053637045402,0.2981186797723225,0.256555545562057
4314,GSM5924031_ffpe_c_3,101,1,tolerogenic,1.0864209288417706,0.1524235205996548,0.6403158405015725,0.29718197104763727,0.27626401981826
4318,GSM5924031_ffpe_c_3,10,0,immunogenic,0.8459135456085205,0.07513526634375253,0.7642232410835497,0.23183259797818737,0.2824686154533767
4325,GSM5924031_ffpe_c_3,13,0,immunogenic,0.6092569622015342,0.022884305027815008,0.7937900637505864,-0.0719238001149851,0.27235815038464983
4326,GSM5924031_ffpe_c_3,4,1,tolerogenic,1.812237639427185,0.20704096843798953,0.7715141908688978,0.37023721319256403,0.3144639610194788
4331,GSM5924031_ffpe_c_3,154,0,immunogenic,1.55644966687991,0.042787148093248344,0.21140674524039527,0.1488982700768315,0.2508409170815643
4340,GSM5924031_ffpe_c_3,10,0,immunogenic,0.9343281129201253,0.041159299035867056,0.5600928423982677,0.14279314932197026,0.26794883675047687
4349,GSM5924031_ffpe_c_3,10,1,tolerogenic,0.7884713280995687,0.21478850730260213,0.8038893729749352,0.27247606153439996,0.2612226549652062
4350,GSM5924031_ffpe_c_3,3,0,immunogenic,1.4092647128634983,0.07000815431276956,0.8398503727383084,0.1161728334346604,0.33260916435128
4358,GSM5924031_ffpe_c_3,13,0,immunogenic,1.2829698058886405,0.04331010135320517,0.16063777281502556,0.2646351541487302,0.2363223407811756
4361,GSM5924031_ffpe_c_3,3,0,immunogenic,1.5419224569532606,-0.015901316006978347,0.2434275537628919,0.09543978449471473,0.25622230544259383
4362,GSM5924031_ffpe_c_3,3,0,immunogenic,1.1257567342122397,0.05950722535451252,0.9611148368629943,0.3717653112379388,0.2714070604092357
4368,GSM5924031_ffpe_c_3,4,-1,uncertain,1.6483176803588866,0.05118072976668676,0.12052376372645598,0.05930509482971344,0.2962067001668793
4374,GSM5924031_ffpe_c_3,4,-1,uncertain,1.9547862148284914,0.029836231643954908,-0.08383797891814299,0.1701263615579316,0.25346100853658377
4379,GSM5924031_ffpe_c_3,3,1,tolerogenic,1.8835825146569147,0.12437255203723907,0.11385673384875157,0.35538691302341247,0.25295039402285663
4387,GSM5924031_ffpe_c_3,24,0,immunogenic,1.0243438637256623,0.12120450031426218,0.6023307206855478,0.27889375803546873,0.2660764673737243
4413,GSM5924031_ffpe_c_3,42,0,immunogenic,1.7945520827883763,0.042507933709356516,0.30984411287215996,0.15534029925540413,0.26839079814849554
4424,GSM5924031_ffpe_c_3,86,0,immunogenic,1.5519482858790907,0.0524438493184803,0.23410608713436998,0.16595824762972305,0.2641952758509864
4425,GSM5924031_ffpe_c_3,11,0,immunogenic,1.4286892203128696,-0.08261189113963734,0.6729493086440942,0.08941922025794388,0.2606874561258673
4428,GSM5924031_ffpe_c_3,17,0,immunogenic,0.8885269610087075,0.0834189621256847,0.5238022506059952,0.25818047660911503,0.24714251192016756
4432,GSM5924031_ffpe_c_3,8,0,immunogenic,1.0715672075748444,0.03030665092170238,0.6834846050149262,0.35902085484880386,0.2699326916787045
